time,x1,x2,y
9.6,0.738645509,-3.06778433,6.958265061
9.65,-0.558854978,-1.969026792,-4.014492558
9.7,0.278909011,-3.162927423,3.971309709
9.75,-0.159315222,-3.226757846,2.364593005
9.8,0.293604083,-2.55409049,3.849524293
9.85,0.279179347,-0.52814089,-2.303439286
9.9,1.54365044,-3.016053336,19.73321935
9.95,-0.653599228,-3.118903198,0.918579053
10,0.70427356,-2.880258165,6.650787828
10.05,0.13856075,-2.031185972,-1.204784863
10.1,-0.559053924,-3.339000065,2.26611965
10.15,-1.631459724,-3.424167701,-14.25611511
10.2,0.8220015,-2.807015113,9.054534701
10.25,1.067572037,-3.030648664,11.12704766
10.3,-1.40169389,-0.594642299,-17.51352275
10.35,-0.485278981,-1.177243734,-4.836211106
10.4,-0.101493634,-3.676236828,4.548814087
10.45,-0.738695321,-2.832092781,-1.67007409
10.5,0.376153845,-2.916079186,3.747666372
10.55,1.058023372,-1.869508705,5.612639423
10.6,-0.282818991,-2.61134302,0.485982772
10.65,0.761227709,-2.677727272,5.775962981
10.7,-0.441073408,-2.322396081,-2.192129302
10.75,0.712974555,-2.500709446,5.314293077
10.8,0.085752185,-2.880159823,2.328865566
10.85,0.016294768,-1.421642434,-2.816446303
10.9,-0.577288507,-1.683830881,-5.530039075
10.95,1.243517765,-3.21797277,13.72420488
11,-0.316578051,-2.519167063,1.230079108
11.05,1.082695166,-1.528824084,4.583001185
11.1,-0.114224502,-0.311545174,-6.808570101
11.15,-0.895716725,-2.511208201,-4.43306781
11.2,-0.389995441,-1.052261557,-6.305102955
11.25,-0.775298342,-2.359096467,-3.315330556
11.3,0.27415531,-2.063704626,-0.081275656
11.35,1.585932482,-0.435443845,11.60513731
11.4,0.287676597,-3.466366625,4.644372435
11.45,-0.7099701,-2.454548256,-3.433511179
11.5,0.173347047,-0.236694824,-5.905073311
11.55,-0.397817144,-1.941051785,-3.339567206
11.6,2.205621959,-2.232005717,38.93289013
11.65,1.37944993,-1.266591562,9.928270648
11.7,-0.397712683,-4.564294514,6.188562771
11.75,0.357914862,-2.789325041,1.174031772
11.8,-1.073487054,-1.7243803,-10.02709539
11.85,1.125195555,-1.991508274,9.368203608
11.9,-1.129858344,-1.589561151,-9.96506716
11.95,-1.31119594,-1.299482576,-14.72023404
12,-0.012450091,-2.480838326,1.596753965
12.05,1.009571166,-2.139947943,6.864840488
12.1,-0.733437632,-2.195668165,-4.318475646
12.15,1.346775844,-0.301764366,7.521024464
12.2,0.407614205,-0.928239603,-1.655912707
12.25,0.763854824,0.881435762,-4.837591201
12.3,-1.843217679,-1.467538606,-27.32971305
12.35,0.019030077,-1.861559394,-1.66847388
12.4,-1.280192165,-1.850869772,-11.49228517
12.45,-0.073477827,-1.710327365,-2.736533357
12.5,-0.995429994,-2.553472714,-6.487500622
12.55,1.06057925,0.072558854,-0.111900157
12.6,-0.33362673,-1.060020894,-5.855438179
12.65,0.984418077,-4.26378747,13.84384584
12.7,0.296998979,-1.94418631,0.851337404
12.75,0.689772445,-2.03890924,3.054650159
12.8,0.303445487,-0.54702297,-2.676267671
12.85,-0.337438357,-1.737542295,-2.984417923
12.9,0.426397576,-2.031571878,1.679840016
12.95,3.234398215,-1.670245384,103.1997398
13,0.356055446,-2.130839125,1.121070571
13.05,-1.198364629,-2.262109889,-8.994423759
13.1,-0.098110249,-1.527889421,-1.810534996
13.15,-0.329740667,-2.365151864,-2.519353904
13.2,-0.159952613,-3.008001164,2.064406992
13.25,-2.196762962,-3.122947449,-34.59836469
13.3,0.760565533,-2.539154695,5.198908523
13.35,1.162876803,-0.833974127,4.738378153
13.4,0.750481549,-1.316836217,1.232288033
13.45,0.380353184,-2.437865252,3.036774637
13.5,0.212896692,-1.354657701,-0.628375884
13.55,-0.536713429,-3.398333596,1.770357133
13.6,-0.381334687,-3.868303372,4.386981909
13.65,0.858333009,-1.731958022,3.698074503
13.7,-1.473046504,-1.790559719,-16.63416652
13.75,0.494816791,-3.120423973,5.624799119
13.8,0.660512869,-2.737374877,5.622520768
13.85,-0.484017908,-2.396096073,-0.78483862
13.9,-0.160722005,-2.60949935,1.052146394
13.95,0.128497459,-0.302210817,-4.523864298
14,-1.933047424,-2.388864675,-24.92183943
14.05,0.072113936,-1.183376987,-3.860512034
14.1,0.981211262,-2.273146396,7.331463071
14.15,-0.125187279,-1.425256351,-1.813327593
14.2,0.361249234,-0.896053072,-1.771747756
14.25,-0.154739841,-1.915937365,-1.112428393
14.3,1.170787001,-3.807215613,13.95791064
14.35,0.615536296,-1.487375248,0.447345363
14.4,0.580037959,-3.133640495,6.903554848
14.45,-2.933733667,-1.203305012,-83.39562071
14.5,-0.32209883,-0.464402542,-6.077628263
14.55,-0.305461491,-2.774822988,2.263552365
14.6,-0.572912622,-1.353040474,-4.316839022
14.65,0.466255464,-1.973657377,1.314021119
14.7,-0.54826527,-1.520319472,-4.078480623
14.75,1.079187748,-2.400363193,8.665157857
14.8,0.321977128,-0.81877095,-2.401141913
14.85,-2.382786507,-0.724514908,-51.32239321
14.9,-1.254380872,-2.273753252,-10.68716028
14.95,-1.525003361,-2.254488483,-15.51327868
15,0.691864428,-2.650258646,5.375688675
15.05,0.516020854,-1.95393165,2.713189752
15.1,0.741271778,-0.663539078,3.344451735
15.15,-1.45015508,-0.186223564,-21.21255781
15.2,-0.978104303,-2.730472715,-5.572967545
15.25,-0.599339856,-3.125635582,0.446282106
15.3,-1.015153586,-1.708203618,-8.227117935
15.35,-0.340248147,-1.37410182,-4.176565936
15.4,1.426612795,-1.779953669,12.86523037
15.45,-0.099997799,-4.223768579,5.385801476
15.5,-2.646972546,-2.123431582,-60.44008904
15.55,-0.32428966,-3.304053625,1.089485741
15.6,0.247402826,-1.740765562,0.118841884
15.65,2.196704735,0.090699215,30.20713626
15.7,0.603240133,-2.264413327,3.444709849
15.75,0.225520276,-0.384945189,-5.429762221
15.8,-0.821204177,-2.033026069,-5.487667197
15.85,-0.293468122,-3.396731749,3.337831424
15.9,-1.108978742,-3.208570558,-3.760720475
15.95,-1.289160293,-2.952140193,-8.174251562
16,-0.697311173,-2.54308443,-3.158368879
16.05,0.642059102,-0.717464684,0.026025559
16.1,-0.038327694,-1.970779519,-0.811729257
16.15,-0.790609526,-2.376453445,-3.393087322
16.2,1.53880751,-1.13928856,14.16361566
16.25,0.239177541,-0.265670278,-4.40564148
16.3,0.385318281,-3.904306359,7.183426609
16.35,1.674503524,-3.412506585,23.63303354
16.4,-0.493039945,-1.185105868,-4.499789433
16.45,2.15512384,-3.89086354,41.56378732
16.5,0.181249572,-1.647264402,-0.731409672
16.55,-0.842692261,-2.853097126,-2.068849099
16.6,0.172273599,-3.499228882,3.776116356
16.65,1.543290161,-3.912543695,22.25118946
16.7,-0.729285393,-0.657221868,-9.019421771
16.75,-1.100258502,-0.044785435,-13.54127896
16.8,-0.475448071,-0.839060342,-7.049033723
16.85,-0.361439554,-1.824260578,-2.52314645
16.9,-0.252917146,-1.577812135,-3.944948235
16.95,-0.89669052,0.771315269,-15.92968046
17,-1.269791271,-2.149533779,-10.30266631
17.05,-1.429705044,-2.722502046,-11.98495512
17.1,-0.125132508,-1.865923905,-0.873638223
17.15,-0.265285966,-3.096445918,3.002943517
17.2,0.739202445,-3.419879471,9.849668644
17.25,-0.116390101,-3.384787776,3.232806772
17.3,-1.315573407,-2.701160028,-10.28209163
17.35,0.31461404,-1.188167586,-1.734424552
17.4,0.609255234,-3.134275393,6.827175804
17.45,0.160939291,-1.982123808,-0.232435421
17.5,-0.311614209,0.38150364,-9.383112593
17.55,-0.950544787,-2.129921246,-5.735582454
17.6,0.322028502,-1.331901744,-2.783337728
17.65,1.381710672,-1.800998175,11.34372739
17.7,-1.622984426,-2.499457259,-17.85150274
17.75,0.191579241,-2.092323536,0.739831949
17.8,-0.261882057,-3.861820094,4.674176955
17.85,-1.244487081,-1.920146264,-11.44152904
17.9,0.876038983,-2.698385444,7.401409669
17.95,1.257752984,-2.493366355,11.48827571
18,-1.275741203,-1.837049906,-12.90973802
18.05,0.152166188,-1.106229059,-3.722246464
18.1,-1.017719733,-0.875400406,-11.32893171
18.15,-0.051918318,-2.804356954,2.937191697
18.2,-0.154693414,-3.131087978,2.407289837
18.25,-0.286825303,-0.923902246,-4.910066456
18.3,0.098734874,-3.838857786,6.994906074
18.35,-0.619408708,-1.46161672,-6.255990313
18.4,2.805090297,-2.136144099,71.73693095
18.45,0.449032845,-0.427337066,-3.857858869
18.5,-0.124612866,-2.07410407,-1.190657019
18.55,0.762885569,-2.193995308,5.341065382
18.6,-1.73283304,-2.778744233,-18.42138605
18.65,0.613601562,-1.460097173,1.230072089
18.7,-0.493801792,-2.39858565,-1.867088341
18.75,0.467223643,-1.607355745,1.549142384
18.8,-0.231631401,-1.190902611,-3.945764611
18.85,1.293708003,-1.821134388,11.27210082
18.9,-0.775755618,-0.315833622,-9.843840583
18.95,-1.556127529,-1.704724921,-17.52300937
19,-2.690751976,-1.1185859,-67.39525002
19.05,2.612238112,-4.019941136,67.04408289
19.1,0.405228604,-2.113702672,2.031082912
19.15,-0.860524557,-0.095710319,-11.54958036
19.2,0.883227476,-2.575044142,6.472655622
19.25,-0.793327883,-2.702404666,-3.104289352
19.3,0.209916758,0.009489717,-5.680041597
19.35,-0.287808526,-1.541880692,-2.498132126
19.4,-0.539049189,-2.081625934,-2.54213622
19.45,-1.781863904,-2.878247768,-21.91524079
19.5,-0.905408653,-0.931155044,-8.370024035
19.55,0.707343079,-2.570420561,5.076321191
19.6,0.083609488,-2.189362286,0.640085581
19.65,0.964986963,-2.804083053,9.172176886
19.7,-0.549678612,-2.645893526,-2.12398722
19.75,-0.14720875,-0.948617411,-4.836701982
19.8,-1.022226457,-2.321438319,-7.230451574
19.85,0.478127019,-4.741564816,9.689330473
19.9,-1.362810454,-2.54496549,-10.09044885
19.95,3.387346044,-2.906440347,122.9741001
20,0.068191267,-2.312556665,1.115830265
20.05,0.703022233,-2.66684447,5.233459259
20.1,1.204599274,-1.422368587,8.001929238
20.15,0.247208301,-3.513357849,5.014313958
20.2,-0.829702482,-2.559333108,-2.113444524
20.25,-1.028276365,-0.431480863,-11.87008227
20.3,-0.006762491,-2.108100754,0.45271305
20.35,-1.146594443,-1.165633658,-12.71244621
20.4,-1.759641628,-1.734442862,-24.17197101
20.45,-1.091464809,-1.679371598,-9.399034584
20.5,-0.39936917,-1.416148676,-5.037972398
20.55,1.583395319,-2.476105367,19.76737081
20.6,-1.192952824,-1.24383435,-13.259518
20.65,0.15153751,-1.752861628,-0.979540798
20.7,-0.465218438,-2.00176684,-2.337683186
20.75,-0.066283302,-1.123010718,-4.442015116
20.8,1.189127665,-3.615620408,15.28903933
20.85,1.119766327,-2.666410865,9.868427563
20.9,0.005045051,0.57746787,-8.192266534
20.95,1.84372959,-1.06224147,20.68589554
21,0.714927516,-2.372657941,4.298196998
21.05,-0.883098551,-0.450091268,-10.20532404
21.1,-1.22713341,-2.312650061,-9.787908878
21.15,0.704015565,-2.613040999,5.816707546
21.2,-1.101818532,-1.413975135,-11.73504843
21.25,-0.180074161,-2.069308478,-0.724364678
21.3,-0.184076916,-1.042961744,-2.832179099
21.35,-0.917526957,-3.159866173,-2.987973747
21.4,0.180711489,-2.550866608,2.464393523
21.45,-1.542920295,-1.419570395,-19.11537265
21.5,1.380219588,-4.131484869,19.65067522
21.55,2.082400438,-1.610310526,31.1468715
21.6,-0.12301132,-1.762498413,-1.868569623
21.65,1.715103879,-1.79313082,19.51008387
21.7,0.680766014,-2.944416375,7.010677773
21.75,0.25064394,0.151830535,-5.356716288
21.8,0.563424244,-0.266093698,-3.489509805
21.85,-0.155238812,-1.760306421,-1.907320684
21.9,0.934082537,-1.589212995,4.590959114
21.95,-0.640907206,-2.449484511,-3.032591439
22,-0.743299792,-2.65396734,-2.184984793
22.05,-1.647992312,-2.545715966,-18.91303195
22.1,2.104312735,-1.852257106,33.65419025
22.15,0.086781297,-2.018265767,-0.080232795
22.2,0.308609053,-1.903467538,0.38289795
22.25,-0.962337961,-2.805286581,-4.074194659
22.3,-1.545529702,-2.723232048,-15.51280194
22.35,-0.924992027,-0.069329173,-12.5667553
22.4,-0.038042272,-3.037053348,1.523718584
22.45,1.003472512,-2.389960517,6.790614955
22.5,1.138189296,-3.555221842,14.4538012
22.55,-0.087337873,-1.174606744,-3.117845282
22.6,-0.047281432,-2.136542798,0.655386407
22.65,0.567063675,-2.027774198,3.23423854
22.7,-0.30197766,-1.283027875,-4.444440104
22.75,-2.253069515,-0.294973798,-46.62305061
22.8,1.014582291,-3.03304378,8.687853799
22.85,-1.261792326,-1.455633948,-12.93715123
22.9,-0.405667939,-2.430316289,-0.416095694
22.95,1.021106934,-2.742259207,10.1536084
23,0.334336022,-1.791884878,2.042225792
23.05,-0.662977076,-1.722092721,-5.578272662
23.1,0.327043588,-2.015933524,1.646412819
23.15,0.359038582,-2.152094535,2.92638039
23.2,-0.866799894,-3.017701993,-2.520703799
23.25,-0.783429592,-1.404566338,-6.286609968
23.3,0.871580786,-3.111309521,8.717689405
23.35,-0.802340326,0.119196754,-12.29908317
23.4,1.301447962,-1.793369125,11.08664623
23.45,0.546388177,-1.290794407,0.544101864
23.5,-0.042019926,-0.012136576,-4.823407713
23.55,0.744089518,-3.532836633,7.66635763
23.6,1.619698371,-1.717923296,16.79710566
23.65,0.540113116,-1.76764876,2.588304927
23.7,-0.511688214,-1.684364075,-4.373921182
23.75,0.877653496,-1.305468997,2.86627657
23.8,2.699626036,-1.608880408,62.73246102
23.85,1.226648664,-1.335392863,7.984676361
23.9,1.133162792,-2.770067516,10.10228999
23.95,-1.07903459,-2.403144392,-6.913222354
24,0.916342754,-0.329979392,1.278937236
24.05,2.135425909,-1.770992606,33.74160681
24.1,-1.431687044,-3.612501946,-10.36077439
24.15,1.033724128,-1.41811485,5.1062374
24.2,-0.223054117,-1.387074636,-3.05897719
24.25,-0.095356854,-0.271175989,-6.244985885
24.3,-0.7095873,-3.012407643,-0.596881172
24.35,0.933445193,-2.303592944,5.272599303
24.4,0.496656616,-3.098491321,4.715977235
24.45,0.585282106,-3.324892815,6.246312931
24.5,1.025691695,-2.135192921,8.212551298
24.55,-0.504324184,-0.712293345,-7.633655289
24.6,0.231998276,-0.832950026,-2.300506086
24.65,-2.104193438,-2.748140284,-32.32227346
24.7,-1.25796396,-0.961137201,-15.05450945
24.75,-0.225951893,-2.464745012,0.687362791
24.8,0.260305714,-3.537294401,3.406571218
24.85,-0.597187684,-2.306012128,-3.096036685
24.9,-1.290738636,-2.588864924,-10.57672944
24.95,2.243866557,-2.357151428,40.44908076
25,1.85864611,-2.011170197,25.66549044
25.05,0.331051709,-0.962825475,-1.162768189
25.1,-0.616942187,-1.720123731,-3.809565096
25.15,2.0449439,-1.497798151,29.26125401
25.2,-2.361736369,-1.899236723,-44.58717311
25.25,0.935344632,-2.454925386,8.486406002
25.3,0.495607216,-1.894014816,2.041289443
25.35,0.948021791,-0.894245944,3.247988999
25.4,-0.710975665,-0.669495229,-10.08490902
25.45,0.013822505,-2.735556222,2.75242878
25.5,-0.173436237,-2.161077796,-0.000779727
25.55,-0.466569941,-0.508217809,-7.862989223
25.6,0.687181471,-1.188221245,1.187537824
25.65,1.382639095,-1.925076515,11.32682889
25.7,-0.998576068,-1.905328406,-8.256652412
25.75,-1.728129341,-0.862492612,-24.58728865
25.8,-1.678598854,-2.617258338,-17.77036359
25.85,0.274777305,-3.064522458,4.301527181
25.9,0.341163737,-4.606179262,10.19229981
25.95,0.304165606,-1.136183009,-3.542593574
26,1.1794709,-2.142615862,9.526627134
26.05,0.024505368,-1.61930022,-1.333203954
26.1,2.008377389,-1.519007767,27.55515528
26.15,-0.116949758,-3.393822153,2.609142577
26.2,0.14738231,-2.698044511,1.911542556
26.25,0.130831642,-2.341090628,0.445989188
26.3,-0.178667248,-3.251568511,2.580558293
26.35,1.265224981,-2.308103701,10.2427285
26.4,0.795503569,-3.125551485,6.781429521
26.45,-0.004185788,-0.061508664,-5.27997505
26.5,-0.897492025,-2.291593127,-4.025948246
26.55,1.794568706,-3.430082055,27.31073035
26.6,0.126751258,-3.049475698,3.369836874
26.65,1.140463545,-0.945063764,5.318650799
26.7,0.650823925,-1.672267213,1.379059415
26.75,-0.892008658,-2.163518634,-4.738364253
26.8,-1.175537087,-4.299340934,-1.879752228
26.85,-0.343165588,-3.019758329,1.382734455
26.9,0.141571996,-1.056745202,-3.337555433
26.95,0.072570585,-2.371387044,0.490507942
27,-1.640563193,-3.45696904,-13.63552479
27.05,-0.277380783,-0.772484072,-6.121517677
27.1,2.040402341,-3.508858498,35.3214887
27.15,-1.4702548,-0.622392499,-18.31120208
27.2,0.483917984,-1.105197934,-0.365107744
27.25,0.35113889,-1.956875096,0.243781891
27.3,-0.614534742,-2.644532889,-0.402923997
27.35,0.272900624,0.043193644,-7.505274596
27.4,-0.441864329,-1.416262723,-3.358487399
27.45,0.887660883,-2.298563642,6.264274989
27.5,0.420784913,-2.232198755,1.624582287
27.55,-0.813236743,-1.81645713,-5.557817677
27.6,-1.857303094,-1.948022596,-25.49952077
27.65,-0.671344986,-3.593444912,0.896254079
27.7,-0.175347826,-3.349786169,2.300342802
27.75,-0.242851147,-3.164894032,1.695015348
27.8,-0.759339093,-2.335372901,-2.539841013
27.85,-0.007681086,-2.506705778,3.426867358
27.9,-0.588374565,-1.175142431,-6.209514275
27.95,-0.991266381,-0.101884089,-14.19373583
28,-0.462331896,-4.007194242,3.24758145
28.05,-0.263212458,-2.329327775,-1.049240024
28.1,0.936344801,-1.5106475,4.93562233
28.15,0.165519926,-1.927641124,1.005201065
28.2,-0.140338733,-3.104290055,1.765470779
28.25,-0.667772095,-1.948691944,-3.509289318
28.3,0.400725714,-1.97428106,2.006515813
28.35,0.80822452,-3.095496998,8.246330572
28.4,-0.677170573,-2.731703249,-0.627836468
28.45,-2.130658741,-1.982701492,-34.78329131
28.5,-0.05975699,-0.323415466,-4.915211716
28.55,2.408989697,-2.38539951,48.89889629
28.6,-0.978192667,-1.809494184,-7.194926792
28.65,-0.775136112,-3.035649472,-1.835133605
28.7,-1.038384667,-1.311804172,-8.731142504
28.75,-1.387075715,-3.136525176,-9.944958256
28.8,0.745216681,-2.998817676,6.659610741
28.85,0.419366881,-2.339545743,1.191568891
28.9,-2.129079168,-2.811622393,-31.8017763
28.95,1.475146966,-2.234335157,15.8639161
29,-1.226011818,-1.597777641,-12.41064711
29.05,0.070835075,-1.671104331,-1.174800379
29.1,0.490560411,-1.811354719,2.248565075
29.15,-0.141268653,-1.139557488,-5.003097851
29.2,0.848446119,-3.374965047,9.22376927
